Организация,Контракт,Тип,Номер,Причина,0-1,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,Всего
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M212,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M384,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M537,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M576,,,,,,,,,,,,,,,,,,,,,,,,,,
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M001,194352M001, 63 , 29 , 22 , 16 , 15 , 14 , 22 , 98 , 186 , 232 , 275 , 362 ,,,,,,,,,,,,,1 334 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M002,194352M002, 83 , 60 , 34 , 22 , 17 , 9 , 34 , 117 , 195 , 264 , 344 , 481 ,,,,,,,,,,,,,1 660 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M003,194352M003, 68 , 58 , 29 , 22 , 23 , 26 , 84 , 294 , 345 , 401 , 495 , 561 ,,,,,,,,,,,,,2 406 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M004,194352M004, 67 , 48 , 29 , 21 , 28 , 45 , 28 , 101 , 150 , 228 , 292 , 320 ,,,,,,,,,,,,,1 357 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M005,194352M005, 37 , 30 , 15 , 10 , 25 , 15 , 20 , 88 , 107 , 121 , 137 , 206 ,,,,,,,,,,,,, 811 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M006,194352M006, 120 , 95 , 43 , 37 , 30 , 40 , 35 , 259 , 332 , 380 , 460 , 584 ,,,,,,,,,,,,,2 415 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M007,194352M007, 64 , 59 , 29 , 19 , 14 , 37 , 40 , 137 , 165 , 232 , 279 , 335 ,,,,,,,,,,,,,1 410 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M008,194352M008, 62 , 37 , 29 , 29 , 17 , 28 , 28 , 96 , 140 , 216 , 322 , 383 ,,,,,,,,,,,,,1 387 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M009,194352M009, 51 , 40 , 31 , 16 , 29 , 19 , 42 , 171 , 367 , 366 , 492 , 589 ,,,,,,,,,,,,,2 213 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M010,194352M010, 117 , 69 , 40 , 44 , 33 , 56 , 76 , 315 , 405 , 466 , 556 , 745 ,,,,,,,,,,,,,2 922 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M011,194352M011, 112 , 115 , 129 , 74 , 66 , 69 , 140 , 219 , 263 , 276 , 341 , 342 ,,,,,,,,,,,,,2 146 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M012,194352M012, 93 , 64 , 45 , 23 , 29 , 38 , 70 , 179 , 269 , 398 , 404 , 474 ,,,,,,,,,,,,,2 086 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M013,194352M013, 21 , 9 , 5 , 6 , 11 , 11 , 15 , 46 , 106 , 158 , 132 , 151 ,,,,,,,,,,,,, 671 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M014,194352M014, 88 , 75 , 39 , 25 , 17 , 12 , 35 , 69 , 154 , 254 , 331 , 412 ,,,,,,,,,,,,,1 511 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M015,194352M015, 88 , 61 , 44 , 40 , 28 , 36 , 111 , 220 , 287 , 340 , 346 , 386 ,,,,,,,,,,,,,1 987 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M016,194352M016, 252 , 220 , 154 , 124 , 112 , 97 , 124 , 250 , 469 , 643 , 756 , 893 ,,,,,,,,,,,,,4 094 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M017,194352M017, 46 , 32 , 19 , 13 , 20 , 10 , 10 , 59 , 88 , 136 , 212 , 258 ,,,,,,,,,,,,, 903 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M018,194352M018, 137 , 111 , 104 , 101 , 112 , 141 , 154 , 252 , 511 , 571 , 653 , 659 ,,,,,,,,,,,,,3 506 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M019,194352M019, 142 , 158 , 57 , 40 , 44 , 104 , 81 , 251 , 343 , 408 , 543 , 212 ,,,,,,,,,,,,,2 383 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M020,194352M020, 97 , 76 , 59 , 72 , 76 , 106 , 134 , 265 , 305 , 423 , 479 , 539 ,,,,,,,,,,,,,2 631 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M021,194352M021, 24 , 18 , 7 , 15 , 7 , 13 , 33 , 77 , 109 , 170 , 202 , 230 ,,,,,,,,,,,,, 905 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M022,194352M022, 70 , 64 , 72 , 76 , 75 , 76 , 26 , 147 , 241 , 298 , 317 , 303 ,,,,,,,,,,,,,1 765 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M023,194352M023, 100 , 68 , 51 , 38 , 12 , 19 , 70 , 206 , 213 , 323 , 381 , 456 ,,,,,,,,,,,,,1 937 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M024,194352M024, 7 , 5 , 1 , 3 ,, 2 , 5 , 13 , 27 , 35 , 37 ,,,,,,,,,,,,,, 135 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M025,194352M025, 31 , 14 ,, 5 , 8 , 11 , 11 , 61 , 90 , 178 , 217 , 258 ,,,,,,,,,,,,, 884 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M026,194352M026, 88 , 76 , 54 , 31 , 83 , 95 , 144 , 276 , 232 , 357 , 403 , 465 ,,,,,,,,,,,,,2 304 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M027,194352M027, 90 , 78 , 61 , 34 , 49 , 71 ,,,,,,,,,,,,,,,,,,, 383 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M028,194352M028, 135 , 83 , 56 , 41 , 54 , 47 , 103 , 216 , 308 , 455 , 564 , 666 ,,,,,,,,,,,,,2 728 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M029,194352M029, 34 , 32 , 19 , 21 , 12 , 14 , 43 , 114 , 224 , 281 , 326 , 327 ,,,,,,,,,,,,,1 447 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M031,194352M031, 15 , 14 , 11 , 4 , 4 , 11 , 23 , 68 , 118 , 230 , 221 , 258 ,,,,,,,,,,,,, 977 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M032,194352M032, 259 , 177 , 110 , 87 , 64 , 81 , 139 , 299 , 384 , 605 , 700 , 798 ,,,,,,,,,,,,,3 703 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M033,194352M033, 167 , 102 , 109 , 85 , 82 , 60 , 191 , 377 , 445 , 531 , 631 , 765 ,,,,,,,,,,,,,3 545 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M035,194352M035, 105 , 73 , 67 , 46 , 41 , 64 , 100 , 212 , 269 , 314 , 389 , 428 ,,,,,,,,,,,,,2 108 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M036,194352M036, 450 , 380 , 281 , 217 , 144 , 155 , 204 , 449 , 670 ,1 071 ,1 128 ,1 404 ,,,,,,,,,,,,,6 553 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M037,194352M037, 198 , 171 , 121 , 89 , 70 , 90 , 154 , 265 , 445 , 591 , 772 , 847 ,,,,,,,,,,,,,3 813 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M038,194352M038, 36 , 46 , 26 , 13 , 11 , 10 , 20 , 58 , 106 , 200 , 246 , 309 ,,,,,,,,,,,,,1 081 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M039,194352M039, 123 , 91 , 67 , 55 , 53 , 110 , 220 , 383 , 431 , 555 , 628 , 702 ,,,,,,,,,,,,,3 418 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M040,194352M040, 117 , 123 , 54 , 35 , 35 , 75 , 56 , 155 , 211 , 254 , 365 , 133 ,,,,,,,,,,,,,1 613 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M041,194352M041, 94 , 56 , 44 , 36 , 16 , 12 , 35 , 88 , 179 , 245 , 334 , 395 ,,,,,,,,,,,,,1 534 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M042,194352M042, 2 , 1 ,,,, 2 , 8 , 17 , 21 , 47 , 35 , 46 ,,,,,,,,,,,,, 179 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M043,194352M043, 103 , 78 , 49 , 28 , 33 , 61 , 74 , 202 , 286 , 454 , 536 , 664 ,,,,,,,,,,,,,2 568 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M044,194352M044, 32 , 16 , 8 , 5 , 5 , 16 , 38 , 70 , 80 , 115 , 84 , 130 ,,,,,,,,,,,,, 599 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M045,194352M045, 27 , 18 , 8 , 5 ,, 2 , 12 , 40 , 65 , 85 , 83 , 100 ,,,,,,,,,,,,, 445 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M046,194352M046, 55 , 34 , 19 , 25 , 16 , 20 , 39 , 111 , 236 , 288 , 343 , 418 ,,,,,,,,,,,,,1 604 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M047,194352M047, 53 , 51 , 21 , 15 , 19 , 21 , 35 , 128 , 145 , 113 , 167 , 200 ,,,,,,,,,,,,, 968 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M048,194352M048, 34 , 22 , 13 , 8 , 9 , 8 , 19 , 85 , 161 , 213 , 330 , 365 ,,,,,,,,,,,,,1 267 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M049,194352M049, 91 , 54 , 41 , 36 , 12 , 26 , 82 , 224 , 249 , 396 , 450 , 476 ,,,,,,,,,,,,,2 137 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M050,194352M050, 45 , 11 , 13 , 13 ,, 1 , 18 , 76 , 139 , 185 , 181 , 151 ,,,,,,,,,,,,, 833 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M051,194352M051, 72 , 42 , 41 , 42 , 28 , 55 , 66 , 157 , 267 , 221 , 331 , 340 ,,,,,,,,,,,,,1 662 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M052,194352M052, 10 , 11 , 8 , 10 , 12 , 51 , 137 , 313 , 331 , 414 , 449 , 643 ,,,,,,,,,,,,,2 389 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M053,194352M053, 19 , 11 , 7 , 7 , 2 , 7 , 38 , 68 , 66 , 75 , 124 , 107 ,,,,,,,,,,,,, 531 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M054,194352M054, 252 , 192 , 101 , 83 , 85 , 73 , 151 , 307 , 388 , 535 , 637 , 753 ,,,,,,,,,,,,,3 557 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M055,194352M055, 5 , 2 , 2 , 3 , 2 , 3 , 1 , 18 , 30 , 61 , 78 , 81 ,,,,,,,,,,,,, 286 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M056,194352M056, 149 , 106 , 67 , 41 , 20 , 61 , 177 , 382 , 440 , 651 , 722 , 849 ,,,,,,,,,,,,,3 665 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M057,194352M057, 171 , 99 , 68 , 74 , 76 , 82 , 180 , 358 , 486 , 689 , 784 , 989 ,,,,,,,,,,,,,4 056 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M058,194352M058, 77 , 39 , 21 , 10 , 6 , 24 , 141 , 299 , 359 , 477 , 556 , 539 ,,,,,,,,,,,,,2 548 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M059,194352M059, 144 , 97 , 62 , 39 , 21 , 29 , 101 , 194 , 274 , 393 , 522 , 554 ,,,,,,,,,,,,,2 430 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M060,194352M060, 16 , 13 , 13 , 3 , 1 ,, 4 , 16 , 43 , 51 , 62 , 119 ,,,,,,,,,,,,, 341 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M061,194352M061, 92 , 76 , 58 , 49 , 48 , 82 , 145 , 212 , 290 , 393 , 434 , 437 ,,,,,,,,,,,,,2 316 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M062,194352M062, 33 , 13 , 8 , 10 , 29 , 67 , 106 , 169 , 184 , 186 , 197 , 253 ,,,,,,,,,,,,,1 255 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M063,194352M063, 230 , 162 , 96 , 72 , 49 , 50 , 64 , 135 , 240 , 388 , 499 , 651 ,,,,,,,,,,,,,2 636 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M064,194352M064, 56 , 42 , 30 , 30 , 15 , 43 , 91 , 296 , 276 , 354 , 451 , 477 ,,,,,,,,,,,,,2 161 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M065,194352M065, 4 , 6 , 3 , 3 , 1 ,, 1 , 8 , 17 , 23 , 41 , 36 ,,,,,,,,,,,,, 143 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M066,194352M066, 287 , 199 , 92 , 90 , 86 , 114 , 273 , 505 , 763 ,1 030 ,1 292 ,1 508 ,,,,,,,,,,,,,6 239 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M067,194352M067, 15 , 7 , 2 , 6 , 2 , 8 , 13 , 11 , 38 , 42 , 51 , 88 ,,,,,,,,,,,,, 283 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M068,194352M068, 50 , 27 , 38 , 21 , 24 , 28 , 42 , 118 , 165 , 196 , 211 , 234 ,,,,,,,,,,,,,1 154 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M069,194352M069, 17 , 10 , 7 , 16 , 7 , 10 , 50 , 107 , 152 , 218 , 290 , 356 ,,,,,,,,,,,,,1 240 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M070,194352M070, 166 , 116 , 79 , 53 , 42 , 90 , 170 , 487 , 608 , 747 , 943 ,,,,,,,,,,,,,,3 501 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M071,194352M071, 18 , 14 , 8 , 3 , 4 , 8 , 25 , 29 , 49 , 72 , 87 , 106 ,,,,,,,,,,,,, 423 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M072,194352M072, 116 , 94 , 53 , 29 , 27 , 66 , 96 , 268 , 314 , 389 , 506 , 605 ,,,,,,,,,,,,,2 563 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M073,194352M073, 56 , 32 , 23 , 15 , 5 , 20 , 45 , 136 , 179 , 266 , 334 , 355 ,,,,,,,,,,,,,1 466 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M074,194352M074, 139 , 158 , 107 , 109 , 87 , 95 , 135 , 200 , 233 , 264 , 313 , 338 ,,,,,,,,,,,,,2 178 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M075,194352M075, 117 , 112 , 92 , 63 , 75 , 95 , 123 , 226 , 289 , 326 , 309 , 395 ,,,,,,,,,,,,,2 222 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M076,194352M076, 100 , 89 , 39 , 38 , 24 , 42 , 94 , 174 , 280 , 452 , 585 , 714 ,,,,,,,,,,,,,2 631 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M077,194352M077, 120 , 94 , 53 , 39 , 22 , 19 , 33 , 120 , 185 , 330 , 412 , 477 ,,,,,,,,,,,,,1 904 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M078,194352M078, 74 , 83 , 38 , 28 , 23 , 26 , 37 , 107 , 142 , 225 , 268 , 322 ,,,,,,,,,,,,,1 373 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M079,194352M079, 228 , 166 , 46 , 41 , 53 , 98 , 311 , 392 , 589 , 864 ,1 133 ,1 265 ,,,,,,,,,,,,,5 186 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M080,194352M080, 76 , 45 , 28 , 20 , 12 , 11 , 15 , 51 ,,,, 91 ,,,,,,,,,,,,, 349 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M081,194352M081, 136 , 112 , 56 , 39 , 44 , 38 , 65 , 173 , 236 , 392 , 511 , 606 ,,,,,,,,,,,,,2 408 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M082,194352M082, 132 , 112 , 59 , 57 , 40 , 37 , 23 , 61 , 110 , 166 , 170 , 240 ,,,,,,,,,,,,,1 207 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M083,194352M083, 172 , 117 , 73 , 50 , 54 , 77 , 140 , 427 , 595 , 777 , 987 ,1 075 ,,,,,,,,,,,,,4 544 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M084,194352M084, 52 , 48 , 55 , 50 , 48 , 62 , 75 , 116 , 174 , 167 , 185 , 215 ,,,,,,,,,,,,,1 247 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M085,194352M085, 21 , 21 , 13 , 13 , 11 , 8 , 29 , 107 , 163 , 212 , 310 , 300 ,,,,,,,,,,,,,1 208 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M086,194352M086, 21 , 16 , 7 , 3 , 4 , 16 , 16 , 54 , 101 , 109 , 128 , 172 ,,,,,,,,,,,,, 647 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M087,194352M087, 110 , 70 , 44 , 34 , 49 , 50 , 131 , 302 , 451 , 563 , 691 , 820 ,,,,,,,,,,,,,3 315 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M088,194352M088, 90 , 73 , 41 , 31 , 27 , 38 , 101 , 215 , 338 , 527 , 764 , 826 ,,,,,,,,,,,,,3 071 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M089,194352M089, 36 , 30 , 33 , 13 , 7 , 7 , 27 , 42 , 87 , 115 , 149 , 171 ,,,,,,,,,,,,, 717 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M090,194352M090, 12 , 10 , 8 , 7 , 2 , 2 , 10 , 30 , 38 , 46 , 61 , 70 ,,,,,,,,,,,,, 296 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M091,194352M091, 11 , 9 , 10 , 12 , 13 , 8 , 25 , 60 , 87 , 128 , 170 , 176 ,,,,,,,,,,,,, 709 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M092,194352M092, 83 , 79 , 50 , 34 , 69 , 80 , 144 , 257 , 228 , 339 , 351 , 425 ,,,,,,,,,,,,,2 139 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M093,194352M093, 92 , 70 , 67 , 59 , 29 , 59 , 88 , 221 , 301 , 345 , 391 , 443 ,,,,,,,,,,,,,2 165 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M094,194352M094, 198 , 114 , 134 , 108 , 60 , 63 , 162 , 449 , 510 , 632 , 700 ,,,,,,,,,,,,,,3 130 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M095,194352M095, 104 , 83 , 52 , 50 , 27 , 49 , 67 , 153 , 250 , 315 , 476 , 481 ,,,,,,,,,,,,,2 107 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M096,194352M096, 244 , 189 , 127 , 106 , 93 , 109 , 114 , 319 , 452 , 661 , 727 , 885 ,,,,,,,,,,,,,4 026 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M097,194352M097, 176 , 107 , 84 , 51 , 56 , 27 , 53 , 119 , 195 , 278 , 394 , 447 ,,,,,,,,,,,,,1 987 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M098,194352M098, 58 , 42 , 22 , 16 , 10 , 19 , 22 , 62 , 107 , 173 , 234 , 279 ,,,,,,,,,,,,,1 044 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M099,194352M099, 74 , 61 , 44 , 29 , 38 , 48 , 110 , 202 , 207 , 274 , 312 , 397 ,,,,,,,,,,,,,1 796 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M100,194352M100, 22 , 10 , 8 , 2 , 3 , 9 , 36 , 99 , 69 , 69 , 84 , 84 ,,,,,,,,,,,,, 495 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M101,194352M101, 2 , 4 ,, 2 , 4 , 2 , 8 , 11 , 20 , 38 , 32 , 36 ,,,,,,,,,,,,, 159 
