Организация,Контракт,Тип,Номер,Причина,0-1,1-2,2-3,3-4,4-5,5-6,6-7,7-8,8-9,9-10,10-11,11-12,12-13,13-14,14-15,15-16,16-17,17-18,18-19,19-20,20-21,21-22,22-23,23-24,Всего
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M529,194352M529, 10 , 11 , 13 , 5 , 4 , 11 , 41 , 70 , 87 , 104 , 104 , 113 ,,,,,,,,,,,,, 573 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M530,194352M530, 28 , 12 , 13 , 5 , 5 , 12 , 25 , 73 , 93 , 122 , 170 , 179 ,,,,,,,,,,,,, 737 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M531,194352M531, 23 , 9 , 13 , 7 , 8 , 18 , 56 , 147 , 136 , 145 , 141 , 155 ,,,,,,,,,,,,, 858 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M533,194352M533, 155 , 110 , 87 , 57 , 40 , 110 , 427 , 726 , 525 , 557 , 669 , 870 ,,,,,,,,,,,,,4 333 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M534,194352M534, 4 , 3 ,, 2 , 2 , 3 , 5 , 7 , 32 , 40 , 41 , 40 ,,,,,,,,,,,,, 179 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M535,194352M535, 27 , 18 , 18 , 18 , 12 , 9 , 12 , 90 ,,,,,,,,,,,,,,,,, 204 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M536,194352M536, 53 , 26 , 24 , 10 , 12 , 29 , 69 , 127 , 214 , 272 , 328 , 340 ,,,,,,,,,,,,,1 504 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M538,194352M538, 7 , 10 , 7 , 1 , 12 , 32 , 67 , 151 , 197 , 327 , 384 , 426 ,,,,,,,,,,,,,1 621 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M539,194352M539, 10 , 4 , 9 ,,,,,,,,,,,,,,,,,,,,,, 23 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M540,194352M540, 162 , 129 , 61 , 59 , 30 , 42 , 107 , 240 , 372 , 553 , 748 , 819 ,,,,,,,,,,,,,3 322 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M541,194352M541, 79 , 35 , 38 , 25 , 14 , 38 , 72 , 222 , 256 , 292 , 386 , 418 ,,,,,,,,,,,,,1 875 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M542,194352M542, 29 , 17 , 10 , 18 , 12 , 16 , 33 , 78 , 120 , 143 , 143 , 201 ,,,,,,,,,,,,, 820 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M543,194352M543, 3 , 6 , 1 , 1 , 3 ,, 13 , 16 , 36 , 36 , 36 , 61 ,,,,,,,,,,,,, 212 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M544,194352M544, 79 , 39 , 31 , 27 , 18 , 22 , 45 , 115 , 214 , 267 , 300 , 377 ,,,,,,,,,,,,,1 534 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M545,194352M545, 36 , 21 , 16 , 21 , 7 , 15 , 14 , 61 , 129 , 165 , 150 , 212 ,,,,,,,,,,,,, 847 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M546,194352M546, 109 , 95 , 54 , 40 , 18 , 83 , 277 , 462 , 341 , 419 , 443 , 557 ,,,,,,,,,,,,,2 898 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M547,194352M547, 36 , 20 , 4 , 6 , 1 , 12 , 52 , 96 , 121 , 119 , 163 , 160 ,,,,,,,,,,,,, 790 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M548,194352M548, 86 , 72 , 40 , 44 , 26 , 54 , 105 , 227 , 294 , 431 , 499 ,,,,,,,,,,,,,,1 878 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M549,194352M549, 8 , 5 , 1 , 4 , 3 , 4 , 7 , 25 , 71 , 76 , 102 , 107 ,,,,,,,,,,,,, 413 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M550,194352M550, 69 , 44 , 29 , 19 , 18 , 23 , 58 , 181 , 236 , 318 , 407 , 396 ,,,,,,,,,,,,,1 798 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M551,194352M551, 224 , 303 , 163 , 129 , 323 , 412 , 549 ,1 001 ,1 230 ,1 453 ,1 600 ,1 722 ,,,,,,,,,,,,,9 109 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M552,194352M552, 58 , 24 , 27 , 17 , 13 , 23 , 50 , 80 , 178 , 254 , 336 , 503 ,,,,,,,,,,,,,1 563 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M553,194352M553, 103 , 57 , 50 , 42 , 53 , 70 , 115 , 182 , 233 , 275 , 310 , 359 ,,,,,,,,,,,,,1 849 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M554,194352M554, 76 , 69 , 45 , 34 , 30 , 81 , 226 , 387 , 434 , 556 , 528 , 520 ,,,,,,,,,,,,,2 986 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M555,194352M555, 34 , 31 , 7 , 6 , 9 , 19 , 13 , 48 , 171 , 216 , 235 , 231 ,,,,,,,,,,,,,1 020 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M556,194352M556, 132 , 93 , 81 , 82 , 57 , 31 , 44 , 208 , 348 , 321 , 355 , 390 ,,,,,,,,,,,,,2 142 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M557,194352M557, 76 , 90 , 70 , 69 , 50 , 36 , 147 , 297 , 384 , 451 , 594 , 603 ,,,,,,,,,,,,,2 867 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M558,194352M558, 47 , 27 , 25 , 24 , 14 , 24 , 43 , 70 , 257 , 299 , 355 , 418 ,,,,,,,,,,,,,1 603 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M559,194352M559, 20 , 5 , 3 ,, 2 , 7 , 15 , 54 , 50 , 95 , 139 , 147 ,,,,,,,,,,,,, 537 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M560,194352M560, 31 , 26 , 26 , 24 , 26 , 57 , 100 , 238 , 293 , 325 , 417 , 430 ,,,,,,,,,,,,,1 993 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M561,194352M561, 1 ,, 1 ,, 10 , 17 , 79 , 68 , 134 , 134 , 186 , 226 ,,,,,,,,,,,,, 856 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M562,194352M562, 99 , 76 , 43 , 22 , 18 , 22 , 57 , 142 , 164 , 285 , 332 , 366 ,,,,,,,,,,,,,1 626 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M563,194352M563, 29 , 26 , 13 , 12 , 22 , 38 , 86 , 166 , 265 , 400 , 545 , 549 ,,,,,,,,,,,,,2 151 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M564,194352M564, 2 , 2 ,,,,, 3 , 4 , 7 , 15 , 20 , 16 ,,,,,,,,,,,,, 69 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M565,194352M565, 175 , 120 , 97 , 49 , 44 , 59 , 173 , 333 , 351 , 380 , 545 , 507 ,,,,,,,,,,,,,2 833 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M566,194352M566, 113 , 72 , 52 , 44 , 36 , 62 , 142 , 282 , 334 , 398 , 465 , 503 ,,,,,,,,,,,,,2 503 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M567,194352M567, 131 , 72 , 63 , 56 , 57 , 128 , 277 , 381 , 430 , 516 , 561 , 620 ,,,,,,,,,,,,,3 292 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M568,194352M568, 387 , 290 , 196 , 125 , 117 , 138 , 322 , 699 ,1 160 ,1 782 ,2 348 ,2 234 ,,,,,,,,,,,,,9 798 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M569,194352M569, 53 , 44 , 31 , 16 , 11 , 30 , 64 , 134 , 248 , 357 , 438 , 476 ,,,,,,,,,,,,,1 902 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M570,194352M570, 66 , 45 , 25 , 20 , 36 , 47 , 117 , 317 , 480 , 659 , 911 ,1 004 ,,,,,,,,,,,,,3 727 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M571,194352M571, 19 , 14 , 9 , 8 , 4 , 6 , 14 , 47 , 49 , 70 , 66 , 141 ,,,,,,,,,,,,, 447 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M572,194352M572, 3 , 3 , 10 , 19 , 28 , 15 , 46 , 112 , 150 , 219 , 265 , 212 ,,,,,,,,,,,,,1 082 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M573,194352M573, 142 , 87 , 58 , 58 , 43 , 131 , 368 , 554 , 701 , 795 , 975 ,1 108 ,,,,,,,,,,,,,5 020 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M574,194352M574, 180 , 57 , 20 , 26 , 21 , 72 , 427 , 555 , 462 , 373 , 411 , 440 ,,,,,,,,,,,,,3 044 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M575,194352M575, 169 , 113 , 100 , 89 , 52 , 120 , 295 , 596 , 604 , 536 , 615 , 687 ,,,,,,,,,,,,,3 976 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M577,194352M577, 92 , 70 , 46 , 50 , 38 , 65 , 108 , 200 , 222 , 249 , 270 , 319 ,,,,,,,,,,,,,1 729 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M578,194352M578, 105 , 71 , 67 , 66 , 44 , 94 , 168 , 322 , 383 , 392 , 489 , 586 ,,,,,,,,,,,,,2 787 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M579,194352M579, 29 , 10 , 11 , 9 , 12 , 32 , 71 , 136 , 174 , 185 , 224 , 225 ,,,,,,,,,,,,,1 118 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M580,194352M580, 52 , 43 , 24 , 16 , 27 , 37 , 86 , 243 , 282 , 244 , 285 , 401 ,,,,,,,,,,,,,1 740 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M581,194352M581, 61 , 30 , 25 , 26 , 25 , 25 , 69 , 178 , 306 , 324 , 406 , 468 ,,,,,,,,,,,,,1 943 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M582,194352M582, 96 , 72 , 54 , 48 , 36 , 61 , 129 , 188 , 238 , 264 , 301 , 297 ,,,,,,,,,,,,,1 784 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M583,194352M583, 46 , 22 , 21 , 9 , 5 , 17 , 25 , 66 , 118 , 140 , 178 , 238 ,,,,,,,,,,,,, 885 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M584,194352M584, 5 , 5 , 7 , 7 , 2 , 12 , 20 , 46 , 68 , 77 , 129 , 137 ,,,,,,,,,,,,, 515 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M585,194352M585, 121 , 75 , 50 , 51 , 44 , 64 , 197 , 391 , 458 , 445 , 660 , 526 ,,,,,,,,,,,,,3 082 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M586,194352M586, 127 , 93 , 78 , 56 , 44 , 35 , 55 , 126 , 239 , 355 , 537 , 680 ,,,,,,,,,,,,,2 425 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M587,194352M587, 57 , 42 , 24 , 8 , 14 , 13 , 38 , 103 , 110 , 170 , 209 , 219 ,,,,,,,,,,,,,1 007 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M588,194352M588, 8 , 4 , 3 , 3 , 5 , 6 , 20 , 37 , 50 , 52 , 92 , 80 ,,,,,,,,,,,,, 360 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M589,194352M589, 104 , 96 , 77 , 70 , 32 , 98 , 186 , 398 , 518 , 602 , 670 , 750 ,,,,,,,,,,,,,3 601 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M591,194352M591, 63 , 28 , 38 , 18 , 22 , 29 , 67 , 150 , 158 , 230 , 263 , 351 ,,,,,,,,,,,,,1 417 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M593,194352M593, 21 , 16 , 7 , 5 , 9 , 14 , 24 , 46 , 101 , 104 , 147 , 153 ,,,,,,,,,,,,, 647 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M594,194352M594, 52 , 48 , 31 , 18 , 24 , 40 , 86 , 137 , 189 , 213 , 253 , 293 ,,,,,,,,,,,,,1 384 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M595,194352M595, 7 , 3 , 6 , 3 , 6 , 3 , 15 , 33 , 39 , 25 , 40 , 83 ,,,,,,,,,,,,, 263 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M596,194352M596, 13 , 2 , 6 , 4 , 6 , 6 , 17 , 29 , 35 , 50 , 55 , 54 ,,,,,,,,,,,,, 277 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M597,194352M597, 71 , 55 , 38 , 37 , 71 , 68 , 71 , 21 , 96 , 269 , 311 , 262 ,,,,,,,,,,,,,1 370 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M598,194352M598, 35 , 33 , 17 , 13 , 6 , 10 , 14 , 84 , 161 , 208 , 254 , 313 ,,,,,,,,,,,,,1 148 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M599,194352M599, 9 , 2 , 2 ,, 3 , 4 , 11 , 51 , 46 , 86 , 117 , 129 ,,,,,,,,,,,,, 460 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M600,194352M600, 59 , 31 , 35 , 25 , 26 , 27 , 64 , 91 , 110 , 128 , 140 , 175 ,,,,,,,,,,,,, 911 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M601,194352M601, 26 , 9 , 6 , 8 , 5 , 1 , 11 , 21 , 63 , 70 , 87 , 90 ,,,,,,,,,,,,, 397 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M602,194352M602, 7 , 4 , 3 , 4 , 4 , 4 , 4 , 15 , 17 , 19 , 16 , 31 ,,,,,,,,,,,,, 128 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M603,194352M603, 370 , 247 , 194 , 144 , 106 , 108 , 219 , 429 , 670 , 870 ,1 455 ,1 193 ,,,,,,,,,,,,,6 005 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M604,194352M604, 175 , 95 , 66 , 64 , 51 , 88 , 157 , 256 , 310 , 457 , 523 , 592 ,,,,,,,,,,,,,2 834 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M605,194352M605, 6 , 5 , 3 , 5 , 13 , 10 , 19 , 34 , 56 , 74 , 86 , 88 ,,,,,,,,,,,,, 399 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M606,194352M606, 171 , 137 , 96 , 65 , 47 , 84 , 241 , 485 , 606 , 696 , 836 ,,,,,,,,,,,,,,3 464 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M607,194352M607, 24 , 10 , 4 , 11 , 10 , 7 , 27 , 43 , 78 , 87 , 105 , 103 ,,,,,,,,,,,,, 509 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M608,194352M608, 31 , 25 , 8 , 2 , 5 , 6 , 17 , 33 , 160 , 271 , 359 , 368 ,,,,,,,,,,,,,1 285 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M609,194352M609, 41 , 22 , 25 , 22 , 17 , 8 , 15 , 87 , 127 , 151 , 178 , 205 ,,,,,,,,,,,,, 898 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M621,194352M621, 67 , 50 , 36 , 23 , 26 , 37 , 72 , 158 , 260 , 338 , 439 , 471 ,,,,,,,,,,,,,1 977 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M622,194352M622, 13 , 1 , 4 , 5 ,, 4 , 11 , 16 , 42 , 43 , 69 , 55 ,,,,,,,,,,,,, 263 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M623,194352M623, 19 , 15 , 18 , 9 , 11 , 19 , 33 , 70 , 104 , 163 , 232 , 299 ,,,,,,,,,,,,, 992 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M624,194352M624, 41 , 31 , 22 , 15 , 24 , 25 , 46 , 109 , 171 , 241 , 323 , 386 ,,,,,,,,,,,,,1 434 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M625,194352M625, 38 , 24 , 20 , 20 , 8 , 12 , 46 , 108 , 149 , 223 , 303 , 320 ,,,,,,,,,,,,,1 271 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M626,194352M626, 56 , 25 , 21 , 15 , 5 , 21 , 26 , 81 , 119 , 155 , 201 , 246 ,,,,,,,,,,,,, 971 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M632,194352M632, 5 , 2 , 1 , 1 , 1 ,, 3 , 12 , 25 , 38 , 32 , 52 ,,,,,,,,,,,,, 172 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M634,194352M634, 14 , 11 , 7 , 2 , 3 , 7 , 10 , 30 , 54 , 78 , 105 , 109 ,,,,,,,,,,,,, 430 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M642,194352M642, 74 , 46 , 25 , 11 , 10 , 26 , 41 , 108 , 210 , 231 , 357 , 405 ,,,,,,,,,,,,,1 544 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M644,194352M644, 51 , 29 , 30 , 29 , 26 , 26 , 51 , 203 , 306 , 376 , 558 , 584 ,,,,,,,,,,,,,2 269 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M645,194352M645, 37 , 19 , 15 , 10 , 9 , 31 , 52 , 59 , 122 , 163 , 213 , 294 ,,,,,,,,,,,,,1 024 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M646,194352M646, 85 , 53 , 40 , 26 , 40 , 50 , 119 , 291 , 398 , 472 , 633 , 682 ,,,,,,,,,,,,,2 889 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M647,194352M647, 22 , 11 , 12 , 4 , 2 , 8 , 54 , 101 , 92 , 92 , 108 , 130 ,,,,,,,,,,,,, 636 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M648,194352M648, 53 , 49 , 26 , 15 , 12 , 37 , 60 , 217 , 257 , 328 , 442 , 422 ,,,,,,,,,,,,,1 918 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M649,194352M649, 36 , 23 , 16 , 12 , 9 , 34 , 84 , 104 , 188 , 213 , 274 , 400 ,,,,,,,,,,,,,1 393 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,194352M650,194352M650, 70 , 51 , 29 , 26 , 27 , 48 , 95 , 154 , 266 ,,,,,,,,,,,,,,,, 766 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M001,204352M001, 199 , 146 , 97 , 83 , 75 , 103 , 204 , 302 , 434 , 497 , 563 , 553 ,,,,,,,,,,,,,3 256 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M002,204352M002, 159 , 127 , 90 , 78 , 60 , 108 , 317 , 570 , 807 ,1 011 ,1 294 ,1 463 ,,,,,,,,,,,,,6 084 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M003,204352M003, 191 , 145 , 96 , 104 , 75 , 142 , 250 , 438 , 570 , 803 , 875 ,1 080 ,,,,,,,,,,,,,4 769 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M004,204352M004, 365 , 307 , 218 , 132 , 94 , 157 , 244 , 491 , 621 , 834 ,1 021 ,1 023 ,,,,,,,,,,,,,5 507 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M005,204352M005, 142 , 100 , 55 , 69 , 54 , 56 , 148 , 266 , 402 , 489 , 552 , 580 ,,,,,,,,,,,,,2 913 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M006,204352M006, 248 , 197 , 147 , 112 , 90 , 106 , 148 , 333 , 475 , 550 , 690 , 720 ,,,,,,,,,,,,,3 816 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M007,204352M007, 421 , 294 , 220 , 213 , 164 , 176 , 221 , 410 , 688 , 779 , 941 ,1 098 ,,,,,,,,,,,,,5 625 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M008,204352M008, 166 , 114 , 63 , 54 , 45 , 56 , 137 , 359 , 603 , 686 , 723 , 868 ,,,,,,,,,,,,,3 874 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M009,204352M009, 153 , 119 , 73 , 71 , 59 , 104 , 260 , 538 , 721 , 864 , 930 ,1 010 ,,,,,,,,,,,,,4 902 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M010,204352M010,,,, 5 , 55 , 116 , 253 , 421 , 579 , 749 , 812 , 838 ,,,,,,,,,,,,,3 828 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M011,204352M011, 204 , 175 , 122 , 141 , 92 , 174 , 289 , 702 , 917 ,1 039 ,1 056 ,1 191 ,,,,,,,,,,,,,6 102 
ПАО Башинформсвязь, ГК №1001 (621 АвтоУраган),АвтоУраган,204352M012,204352M012, 173 , 118 , 64 , 54 , 64 , 49 , 43 , 42 , 27 , 18 , 11 , 6 ,,,,,,,,,,,,, 669 
Итого,,,,,46 109 ,33 210 ,24 209 ,19 996 ,17 296 ,24 879 ,46 577 ,98 700 ,139 407 ,176 298 ,213 738 ,233 265 ,,,,,,,,,,,,,1073 684 
